0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
-3.1066241,-0.05526396,-0.09683582,-0.21807978,0.0373138,0.16880292,-0.17571257,-0.04824191,-0.18500012,0.23974082,0.010772993,-0.0032806203,0.28673777,-0.046786256,-0.039815404,0.24619623,0.03962416,-0.025821686,0.03855947,-0.03420119,0.0067199925,-0.23387888,0.21285437,-0.067329414,-0.12621275,-0.12335368,0.1060743,-0.06774724,-0.0068889987,0.026164895,-0.012089197,0.0137156425,-0.021080555,-0.06230149,-0.005324716,0.022678938,-0.15166512,0.008901207,0.019770542,0.016729517,-0.04490419,-0.562123,-0.03518989,0.09220109,0.58048344,0.057172395,-0.08871445,0.023797188,-0.00035218868,-0.059263173,-0.7826884,0.16161096,0.1303455,0.75049144,0.07575685,-0.38491592,0.19724555,0.07025043,0.3325207,-0.2382613,0.21143642,-0.09176596,-0.011129542,0.045587424,0.1153366,-0.039125692,-0.015766526,0.093240924,-0.4844442,-0.05366958,-0.1154814,0.424726
-3.1306012,-0.016678298,-0.05756124,-0.11886681,0.052297045,0.19112436,-0.122332625,-0.07379193,-0.18371013,0.18488999,0.008598008,-0.011833681,0.22772229,-0.07942268,-0.035838652,0.2051297,0.031711947,-0.015540469,0.042796697,-0.025260506,-0.006200947,-0.22829832,0.22291437,-0.082881205,-0.15066902,-0.13898553,0.098492965,-0.065400854,-0.002788573,0.01634638,-0.03882593,0.018612573,-0.01812571,-0.06507252,-0.004399605,0.031902708,-0.12443662,0.023548406,0.030269956,0.022189563,-0.020211026,-0.58681595,-0.021977877,0.07831876,0.59610784,0.098110825,-0.08467946,0.019735983,0.023366695,-0.052491553,-0.8591674,0.18772028,0.1430363,0.79994667,0.08070897,-0.33714247,0.160416,0.14055797,0.28952834,-0.18312338,0.23746996,-0.091113724,-0.03140484,0.07120428,0.10630945,-0.02197161,-0.033502895,0.09104232,-0.4657738,-0.06810779,-0.117924996,0.40659526
3.125668,-0.023100821,0.1948788,-0.11594606,0.05515703,0.19897555,-0.0860849,-0.088108666,-0.20661907,0.19353212,0.01108012,-0.004837718,0.2594939,-0.09357394,-0.041102093,0.20151033,0.05759879,-0.020438988,0.04041633,-0.021570485,-0.008510842,-0.23828138,0.21298774,-0.073529616,-0.15241769,-0.13504449,0.09745313,-0.049013842,0.0005140201,0.0055313553,-0.05178623,0.0246816,-0.009721778,-0.058051597,-0.0053451424,0.025789866,-0.11367541,0.012850711,0.021041915,0.027593276,0.018743016,-0.5637128,-0.027436035,0.05393912,0.56478286,0.10440811,-0.095587775,0.006101964,0.030509412,-0.054066952,-0.8934999,0.18918855,0.14352015,0.82506937,0.13850416,-0.3518709,0.120345525,0.12989974,0.29050174,-0.17235826,0.22800328,-0.069912516,-0.041611467,0.065853484,0.0861982,-0.028154323,-0.026415013,0.0918657,-0.4631375,-0.061931256,-0.12001848,0.3983728
3.098683,-0.04710393,0.26811555,-0.12572038,0.07149254,0.19512685,-0.052002996,-0.10166559,-0.19699766,0.18493287,0.01695825,-7.973039e-05,0.22473477,-0.07164165,-0.039212637,0.18761344,0.05146154,-0.01888415,0.03414206,-0.021942556,-0.015096882,-0.21367994,0.2211059,-0.084216595,-0.14770482,-0.14290708,0.09576476,-0.049555577,0.0067506153,-6.148852e-05,-0.042082667,0.019860893,-0.006930522,-0.041652422,-0.005784451,0.027692186,-0.10937354,-0.0004946391,0.012934316,0.029185101,0.017398637,-0.5702724,-0.028429357,0.062481847,0.55814713,0.107421525,-0.09182736,0.009458277,0.027187606,-0.045405086,-0.8787217,0.17774473,0.13650201,0.77422863,0.12791133,-0.33758458,0.11197336,0.13307361,0.298265,-0.166708,0.23759833,-0.07776771,-0.04050636,0.07059505,0.09413366,-0.025936818,-0.021244064,0.09687341,-0.46340528,-0.058006145,-0.12730974,0.40041572
-3.1244485,0.06013689,-0.26069486,-0.09478171,0.06432273,0.19308855,-0.056633495,-0.09556489,-0.20573276,0.163771,0.018642925,0.0006533209,0.16656592,-0.10211931,-0.03078369,0.17608447,0.062678754,-0.023052933,0.030560724,-0.0139135625,-0.015819937,-0.21346614,0.226673,-0.093680955,-0.1483923,-0.14935215,0.10663436,-0.0514865,0.014665397,0.0023986984,-0.038668744,0.018116236,-0.004286527,-0.046339452,-0.0054269857,0.02260223,-0.120505705,-0.015384019,0.022110572,0.026102934,0.036013108,-0.563273,-0.035707243,0.05796908,0.54437405,0.10529622,-0.0981649,0.018742364,0.02457087,-0.03303563,-0.882875,0.16455214,0.14460647,0.7631235,0.11569352,-0.33415434,0.117484264,0.10988806,0.29048824,-0.16876502,0.23567732,-0.074919485,-0.040677518,0.06565992,0.08993368,-0.033056132,-0.017514786,0.10221835,-0.46594316,-0.054136988,-0.13405105,0.40212613
-3.107876,0.056118175,-0.18183966,-0.086176775,0.07188079,0.19849202,-0.08331397,-0.09543986,-0.20402245,0.17959058,0.012087947,0.004256473,0.1302272,-0.11087917,-0.02416522,0.18405038,0.05587244,-0.02657487,0.030114368,-0.011091682,-0.011033767,-0.21692297,0.22442766,-0.08942915,-0.16023287,-0.14380367,0.10618244,-0.048704885,0.012190327,0.0073479405,-0.034712344,0.01787333,-0.0062022456,-0.049395908,-0.0010816358,0.021443417,-0.13113423,-0.016496174,0.022786586,0.02195351,0.032856986,-0.54551566,-0.039972026,0.061513618,0.5262154,0.08456915,-0.097850844,0.014703852,0.014879352,-0.037500177,-0.881747,0.15344782,0.14160654,0.76272875,0.11110238,-0.34468547,0.123713955,0.08934125,0.2983737,-0.1763086,0.22590627,-0.06396449,-0.03821894,0.058415122,0.08230645,-0.040475167,-0.010835342,0.10410599,-0.47457063,-0.04634749,-0.13156831,0.40585527
-3.078139,0.04826503,-0.13185337,-0.09866817,0.062312514,0.19164388,-0.100894056,-0.08768364,-0.21206272,0.1936983,0.0097126905,0.010221617,0.14259137,-0.11683888,-0.029056504,0.20350553,0.06150633,-0.02742384,0.022227349,-0.010695627,-0.004554264,-0.22264606,0.22310804,-0.09108431,-0.161124,-0.14501305,0.114993244,-0.047390465,0.013933415,0.011911195,-0.0381653,0.019531168,-0.007030632,-0.061709177,0.005991118,0.015830565,-0.16179378,-0.024805121,0.030444924,0.02216936,0.036775827,-0.52945083,-0.051397387,0.07078358,0.5040065,0.05865073,-0.102907024,0.018083105,0.013376945,-0.02171285,-0.877053,0.13632616,0.15430243,0.73890615,0.09821334,-0.3447935,0.110095724,0.06231962,0.31105983,-0.18597735,0.21684177,-0.064307176,-0.03693039,0.05001003,0.086166136,-0.046139047,-0.01698923,0.10121685,-0.4699227,-0.04765586,-0.12769985,0.40192795
-3.049596,0.02402228,-0.05853473,-0.13551442,0.06820128,0.20098136,-0.15223911,-0.065093584,-0.19691586,0.22085467,-0.002923773,0.008684547,0.13952447,-0.1053346,-0.026465796,0.2314644,0.062724195,-0.026158955,0.01442468,-0.022639947,0.004785596,-0.22016373,0.21979111,-0.08340863,-0.16148172,-0.13766868,0.11612026,-0.05090453,0.0008799811,0.017741574,-0.028958365,0.01698168,-0.010824647,-0.06222231,0.010741261,0.0080306465,-0.17706558,-0.03118301,0.042270873,0.020554272,-0.011480376,-0.5085213,-0.0634405,0.08469551,0.47819754,0.026145067,-0.09822002,0.027754253,0.003349689,-0.047872204,-0.84963346,0.11758668,0.14654699,0.72246474,0.09574795,-0.33329198,0.09110684,0.049661066,0.35619947,-0.22595319,0.2159189,-0.061947376,-0.030489907,0.03347947,0.08865913,-0.054208744,-0.014506518,0.100648746,-0.4761023,-0.039011292,-0.12052766,0.4085489
-3.0515964,0.00031853808,-0.008990477,-0.12683529,0.0670403,0.19367914,-0.18086958,-0.053307377,-0.19587012,0.2186695,-0.0143760145,0.011865813,0.13104703,-0.10294353,-0.025703188,0.23415604,0.058422685,-0.028327923,0.009517658,-0.028845347,0.011169813,-0.218135,0.22005428,-0.081136815,-0.15160827,-0.14205503,0.124385335,-0.046046566,-0.0054626223,0.025361609,-0.02746378,0.016474847,-0.0141862305,-0.06591888,0.012366881,0.00045107037,-0.17633156,-0.024814898,0.0516473,0.027395854,-0.021864943,-0.47781098,-0.065111615,0.08259588,0.44800723,0.008389468,-0.09054662,0.035563614,0.006139971,-0.041039474,-0.84991425,0.11378839,0.14952342,0.732827,0.12379233,-0.37921345,0.091558546,0.08436025,0.4422395,-0.2737828,0.2196871,-0.07144584,-0.01815856,0.022156443,0.09995159,-0.06734058,-0.01932181,0.10018659,-0.47151092,-0.038412843,-0.118531406,0.4099273
-3.0547624,-0.019561648,-0.008107834,-0.12909548,0.0738385,0.20370223,-0.17945023,-0.057732753,-0.1974564,0.23444964,-0.015602695,0.014493115,0.13348624,-0.093960926,-0.021779139,0.21768454,0.054224014,-0.034801982,0.017369898,-0.03551803,0.02285659,-0.21274221,0.21560577,-0.08294732,-0.1327349,-0.13402513,0.13171043,-0.045342475,-0.009226553,0.03919716,-0.019800574,0.014996981,-0.014072544,-0.060300548,0.0038675584,0.0008979001,-0.17348447,-0.03782346,0.05202235,0.03381081,-0.0273776,-0.47379154,-0.06510624,0.08727338,0.45843157,-0.0037904216,-0.1027077,0.043617636,0.01173611,-0.038039833,-0.83559823,0.1141894,0.15505317,0.73080295,0.15208815,-0.40917578,0.08343096,0.08344513,0.47681883,-0.28952077,0.2232021,-0.076254174,-0.019762788,0.01137877,0.1031041,-0.06495679,-0.01562948,0.10459201,-0.47693694,-0.03786579,-0.12415557,0.41580424
